"Statistic","Month","Age Group","Sex","UNIT","VALUE"
"Seasonally Adjusted Monthly Unemployment Rate","2013M04","15 - 24 years","Male","%","31.9"
"Seasonally Adjusted Monthly Unemployment Rate","2013M04","15 - 24 years","Female","%","23.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M04","15 - 74 years","Both sexes","%","14.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M04","15 - 74 years","Male","%","15.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M04","15 - 74 years","Female","%","13.2"
"Seasonally Adjusted Monthly Unemployment Rate","2013M04","25 - 74 years","Both sexes","%","12.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M04","25 - 74 years","Male","%","13.4"
"Seasonally Adjusted Monthly Unemployment Rate","2013M04","25 - 74 years","Female","%","11.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M05","15 - 24 years","Both sexes","%","27.8"
"Seasonally Adjusted Monthly Unemployment Rate","2013M05","15 - 24 years","Male","%","32"
"Seasonally Adjusted Monthly Unemployment Rate","2013M05","15 - 24 years","Female","%","23.2"
"Seasonally Adjusted Monthly Unemployment Rate","2013M05","15 - 74 years","Both sexes","%","14.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M05","15 - 74 years","Male","%","15.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M05","15 - 74 years","Female","%","13.1"
"Seasonally Adjusted Monthly Unemployment Rate","2013M05","25 - 74 years","Both sexes","%","12.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M05","25 - 74 years","Male","%","13.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M05","25 - 74 years","Female","%","11.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M06","15 - 24 years","Both sexes","%","27.1"
"Seasonally Adjusted Monthly Unemployment Rate","2013M06","15 - 24 years","Male","%","31.4"
"Seasonally Adjusted Monthly Unemployment Rate","2013M06","15 - 24 years","Female","%","22.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M06","15 - 74 years","Both sexes","%","14.1"
"Seasonally Adjusted Monthly Unemployment Rate","2013M06","15 - 74 years","Male","%","15.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M06","15 - 74 years","Female","%","12.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M06","25 - 74 years","Both sexes","%","12.2"
"Seasonally Adjusted Monthly Unemployment Rate","2013M06","25 - 74 years","Male","%","13.1"
"Seasonally Adjusted Monthly Unemployment Rate","2013M06","25 - 74 years","Female","%","11.1"
"Seasonally Adjusted Monthly Unemployment Rate","2013M07","15 - 24 years","Both sexes","%","26.4"
"Seasonally Adjusted Monthly Unemployment Rate","2013M07","15 - 24 years","Male","%","30.8"
"Seasonally Adjusted Monthly Unemployment Rate","2013M07","15 - 24 years","Female","%","21.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M07","15 - 74 years","Both sexes","%","13.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M07","15 - 74 years","Male","%","15"
"Seasonally Adjusted Monthly Unemployment Rate","2013M07","15 - 74 years","Female","%","11.9"
"Seasonally Adjusted Monthly Unemployment Rate","2013M07","25 - 74 years","Both sexes","%","11.8"
"Seasonally Adjusted Monthly Unemployment Rate","2013M07","25 - 74 years","Male","%","12.8"
"Seasonally Adjusted Monthly Unemployment Rate","2013M07","25 - 74 years","Female","%","10.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M08","15 - 24 years","Both sexes","%","25.9"
"Seasonally Adjusted Monthly Unemployment Rate","2013M08","15 - 24 years","Male","%","29.8"
"Seasonally Adjusted Monthly Unemployment Rate","2013M08","15 - 24 years","Female","%","21.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M08","15 - 74 years","Both sexes","%","13.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M08","15 - 74 years","Male","%","14.7"
"Seasonally Adjusted Monthly Unemployment Rate","2013M08","15 - 74 years","Female","%","11.7"
"Seasonally Adjusted Monthly Unemployment Rate","2013M08","25 - 74 years","Both sexes","%","11.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M08","25 - 74 years","Male","%","12.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M08","25 - 74 years","Female","%","10.2"
"Seasonally Adjusted Monthly Unemployment Rate","2013M09","15 - 24 years","Both sexes","%","25.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M09","15 - 24 years","Male","%","28.9"
"Seasonally Adjusted Monthly Unemployment Rate","2013M09","15 - 24 years","Female","%","21.9"
"Seasonally Adjusted Monthly Unemployment Rate","2013M09","15 - 74 years","Both sexes","%","13.1"
"Seasonally Adjusted Monthly Unemployment Rate","2013M09","15 - 74 years","Male","%","14.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M09","15 - 74 years","Female","%","11.7"
"Seasonally Adjusted Monthly Unemployment Rate","2013M09","25 - 74 years","Both sexes","%","11.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M09","25 - 74 years","Male","%","12.2"
"Seasonally Adjusted Monthly Unemployment Rate","2013M09","25 - 74 years","Female","%","10.2"
"Seasonally Adjusted Monthly Unemployment Rate","2013M10","15 - 24 years","Both sexes","%","25.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M10","15 - 24 years","Male","%","27.7"
"Seasonally Adjusted Monthly Unemployment Rate","2013M10","15 - 24 years","Female","%","22.9"
"Seasonally Adjusted Monthly Unemployment Rate","2013M10","15 - 74 years","Both sexes","%","12.9"
"Seasonally Adjusted Monthly Unemployment Rate","2013M10","15 - 74 years","Male","%","13.8"
"Seasonally Adjusted Monthly Unemployment Rate","2013M10","15 - 74 years","Female","%","11.9"
"Seasonally Adjusted Monthly Unemployment Rate","2013M10","25 - 74 years","Both sexes","%","11.2"
"Seasonally Adjusted Monthly Unemployment Rate","2013M10","25 - 74 years","Male","%","11.8"
"Seasonally Adjusted Monthly Unemployment Rate","2013M10","25 - 74 years","Female","%","10.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M11","15 - 24 years","Both sexes","%","25.4"
"Seasonally Adjusted Monthly Unemployment Rate","2013M11","15 - 24 years","Male","%","27.2"
"Seasonally Adjusted Monthly Unemployment Rate","2013M11","15 - 24 years","Female","%","23.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M11","15 - 74 years","Both sexes","%","12.8"
"Seasonally Adjusted Monthly Unemployment Rate","2013M11","15 - 74 years","Male","%","13.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M11","15 - 74 years","Female","%","12.1"
"Seasonally Adjusted Monthly Unemployment Rate","2013M11","25 - 74 years","Both sexes","%","11.1"
"Seasonally Adjusted Monthly Unemployment Rate","2013M11","25 - 74 years","Male","%","11.6"
"Seasonally Adjusted Monthly Unemployment Rate","2013M11","25 - 74 years","Female","%","10.4"
"Seasonally Adjusted Monthly Unemployment Rate","2013M12","15 - 24 years","Both sexes","%","25.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M12","15 - 24 years","Male","%","27.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M12","15 - 24 years","Female","%","23.3"
"Seasonally Adjusted Monthly Unemployment Rate","2013M12","15 - 74 years","Both sexes","%","12.8"
"Seasonally Adjusted Monthly Unemployment Rate","2013M12","15 - 74 years","Male","%","13.4"
"Seasonally Adjusted Monthly Unemployment Rate","2013M12","15 - 74 years","Female","%","12"
"Seasonally Adjusted Monthly Unemployment Rate","2013M12","25 - 74 years","Both sexes","%","11"
"Seasonally Adjusted Monthly Unemployment Rate","2013M12","25 - 74 years","Male","%","11.5"
"Seasonally Adjusted Monthly Unemployment Rate","2013M12","25 - 74 years","Female","%","10.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M01","15 - 24 years","Both sexes","%","25.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M01","15 - 24 years","Male","%","28.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M01","15 - 24 years","Female","%","22.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M01","15 - 74 years","Both sexes","%","12.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M01","15 - 74 years","Male","%","13.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M01","15 - 74 years","Female","%","12"
"Seasonally Adjusted Monthly Unemployment Rate","2014M01","25 - 74 years","Both sexes","%","11.1"
"Seasonally Adjusted Monthly Unemployment Rate","2014M01","25 - 74 years","Male","%","11.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M01","25 - 74 years","Female","%","10.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M02","15 - 24 years","Both sexes","%","26.1"
"Seasonally Adjusted Monthly Unemployment Rate","2014M02","15 - 24 years","Male","%","29.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M02","15 - 24 years","Female","%","22.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M02","15 - 74 years","Both sexes","%","12.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M02","15 - 74 years","Male","%","13.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M02","15 - 74 years","Female","%","11.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M02","25 - 74 years","Both sexes","%","11"
"Seasonally Adjusted Monthly Unemployment Rate","2014M02","25 - 74 years","Male","%","11.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M02","25 - 74 years","Female","%","10.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M03","15 - 24 years","Both sexes","%","25.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M03","15 - 24 years","Male","%","28.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M03","15 - 24 years","Female","%","22.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M03","15 - 74 years","Both sexes","%","12.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M03","15 - 74 years","Male","%","13.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M03","15 - 74 years","Female","%","11.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M03","25 - 74 years","Both sexes","%","10.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M03","25 - 74 years","Male","%","11.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M03","25 - 74 years","Female","%","10"
"Seasonally Adjusted Monthly Unemployment Rate","2014M04","15 - 24 years","Both sexes","%","25.3"
"Seasonally Adjusted Monthly Unemployment Rate","2014M04","15 - 24 years","Male","%","27.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M04","15 - 24 years","Female","%","22.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M04","15 - 74 years","Both sexes","%","12.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M04","15 - 74 years","Male","%","13.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M04","15 - 74 years","Female","%","11.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M04","25 - 74 years","Both sexes","%","10.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M04","25 - 74 years","Male","%","11.5"
"Seasonally Adjusted Monthly Unemployment Rate","2014M04","25 - 74 years","Female","%","9.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M05","15 - 24 years","Both sexes","%","24.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M05","15 - 24 years","Male","%","26.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M05","15 - 24 years","Female","%","22.3"
"Seasonally Adjusted Monthly Unemployment Rate","2014M05","15 - 74 years","Both sexes","%","12.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M05","15 - 74 years","Male","%","13.1"
"Seasonally Adjusted Monthly Unemployment Rate","2014M05","15 - 74 years","Female","%","11"
"Seasonally Adjusted Monthly Unemployment Rate","2014M05","25 - 74 years","Both sexes","%","10.5"
"Seasonally Adjusted Monthly Unemployment Rate","2014M05","25 - 74 years","Male","%","11.3"
"Seasonally Adjusted Monthly Unemployment Rate","2014M05","25 - 74 years","Female","%","9.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M06","15 - 24 years","Both sexes","%","23.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M06","15 - 24 years","Male","%","26.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M06","15 - 24 years","Female","%","21"
"Seasonally Adjusted Monthly Unemployment Rate","2014M06","15 - 74 years","Both sexes","%","12"
"Seasonally Adjusted Monthly Unemployment Rate","2014M06","15 - 74 years","Male","%","12.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M06","15 - 74 years","Female","%","10.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M06","25 - 74 years","Both sexes","%","10.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M06","25 - 74 years","Male","%","11.1"
"Seasonally Adjusted Monthly Unemployment Rate","2014M06","25 - 74 years","Female","%","9.5"
"Seasonally Adjusted Monthly Unemployment Rate","2014M07","15 - 24 years","Both sexes","%","22.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M07","15 - 24 years","Male","%","26"
"Seasonally Adjusted Monthly Unemployment Rate","2014M07","15 - 24 years","Female","%","19.5"
"Seasonally Adjusted Monthly Unemployment Rate","2014M07","15 - 74 years","Both sexes","%","11.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M07","15 - 74 years","Male","%","12.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M07","15 - 74 years","Female","%","10.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M07","25 - 74 years","Both sexes","%","10.3"
"Seasonally Adjusted Monthly Unemployment Rate","2014M07","25 - 74 years","Male","%","10.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M07","25 - 74 years","Female","%","9.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M08","15 - 24 years","Both sexes","%","22.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M08","15 - 24 years","Male","%","25.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M08","15 - 24 years","Female","%","18.3"
"Seasonally Adjusted Monthly Unemployment Rate","2014M08","15 - 74 years","Both sexes","%","11.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M08","15 - 74 years","Male","%","12.3"
"Seasonally Adjusted Monthly Unemployment Rate","2014M08","15 - 74 years","Female","%","10.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M08","25 - 74 years","Both sexes","%","10.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M08","25 - 74 years","Male","%","10.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M08","25 - 74 years","Female","%","9.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M09","15 - 24 years","Both sexes","%","21.5"
"Seasonally Adjusted Monthly Unemployment Rate","2014M09","15 - 24 years","Male","%","25.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M09","15 - 24 years","Female","%","17.3"
"Seasonally Adjusted Monthly Unemployment Rate","2014M09","15 - 74 years","Both sexes","%","11.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M09","15 - 74 years","Male","%","12.1"
"Seasonally Adjusted Monthly Unemployment Rate","2014M09","15 - 74 years","Female","%","10.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M09","25 - 74 years","Both sexes","%","10"
"Seasonally Adjusted Monthly Unemployment Rate","2014M09","25 - 74 years","Male","%","10.3"
"Seasonally Adjusted Monthly Unemployment Rate","2014M09","25 - 74 years","Female","%","9.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M10","15 - 24 years","Both sexes","%","20.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M10","15 - 24 years","Male","%","25"
"Seasonally Adjusted Monthly Unemployment Rate","2014M10","15 - 24 years","Female","%","16.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M10","15 - 74 years","Both sexes","%","11"
"Seasonally Adjusted Monthly Unemployment Rate","2014M10","15 - 74 years","Male","%","11.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M10","15 - 74 years","Female","%","10.1"
"Seasonally Adjusted Monthly Unemployment Rate","2014M10","25 - 74 years","Both sexes","%","9.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M10","25 - 74 years","Male","%","10"
"Seasonally Adjusted Monthly Unemployment Rate","2014M10","25 - 74 years","Female","%","9.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M11","15 - 24 years","Both sexes","%","21"
"Seasonally Adjusted Monthly Unemployment Rate","2014M11","15 - 24 years","Male","%","25.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M11","15 - 24 years","Female","%","16.1"
"Seasonally Adjusted Monthly Unemployment Rate","2014M11","15 - 74 years","Both sexes","%","10.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M11","15 - 74 years","Male","%","11.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M11","15 - 74 years","Female","%","9.8"
"Seasonally Adjusted Monthly Unemployment Rate","2014M11","25 - 74 years","Both sexes","%","9.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M11","25 - 74 years","Male","%","9.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M11","25 - 74 years","Female","%","8.9"
"Seasonally Adjusted Monthly Unemployment Rate","2014M12","15 - 24 years","Both sexes","%","21.4"
"Seasonally Adjusted Monthly Unemployment Rate","2014M12","15 - 24 years","Male","%","25.5"
"Seasonally Adjusted Monthly Unemployment Rate","2014M12","15 - 24 years","Female","%","16.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M12","15 - 74 years","Both sexes","%","10.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M12","15 - 74 years","Male","%","11.6"
"Seasonally Adjusted Monthly Unemployment Rate","2014M12","15 - 74 years","Female","%","9.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M12","25 - 74 years","Both sexes","%","9.2"
"Seasonally Adjusted Monthly Unemployment Rate","2014M12","25 - 74 years","Male","%","9.7"
"Seasonally Adjusted Monthly Unemployment Rate","2014M12","25 - 74 years","Female","%","8.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M01","15 - 24 years","Both sexes","%","22.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M01","15 - 24 years","Male","%","26"
"Seasonally Adjusted Monthly Unemployment Rate","2015M01","15 - 24 years","Female","%","17.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M01","15 - 74 years","Both sexes","%","10.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M01","15 - 74 years","Male","%","11.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M01","15 - 74 years","Female","%","9.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M01","25 - 74 years","Both sexes","%","9.1"
"Seasonally Adjusted Monthly Unemployment Rate","2015M01","25 - 74 years","Male","%","9.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M01","25 - 74 years","Female","%","8.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M02","15 - 24 years","Both sexes","%","22.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M02","15 - 24 years","Male","%","26"
"Seasonally Adjusted Monthly Unemployment Rate","2015M02","15 - 24 years","Female","%","18.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M02","15 - 74 years","Both sexes","%","10.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M02","15 - 74 years","Male","%","11.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M02","15 - 74 years","Female","%","9.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M02","25 - 74 years","Both sexes","%","9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M02","25 - 74 years","Male","%","9.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M02","25 - 74 years","Female","%","8.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M03","15 - 24 years","Both sexes","%","21.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M03","15 - 24 years","Male","%","25.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M03","15 - 24 years","Female","%","18"
"Seasonally Adjusted Monthly Unemployment Rate","2015M03","15 - 74 years","Both sexes","%","10.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M03","15 - 74 years","Male","%","11.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M03","15 - 74 years","Female","%","9.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M03","25 - 74 years","Both sexes","%","8.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M03","25 - 74 years","Male","%","9.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M03","25 - 74 years","Female","%","8.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M04","15 - 24 years","Both sexes","%","20.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M04","15 - 24 years","Male","%","23.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M04","15 - 24 years","Female","%","17.1"
"Seasonally Adjusted Monthly Unemployment Rate","2015M04","15 - 74 years","Both sexes","%","10.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M04","15 - 74 years","Male","%","10.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M04","15 - 74 years","Female","%","9.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M04","25 - 74 years","Both sexes","%","8.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M04","25 - 74 years","Male","%","9.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M04","25 - 74 years","Female","%","8.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M05","15 - 24 years","Both sexes","%","19.8"
"Seasonally Adjusted Monthly Unemployment Rate","2015M05","15 - 24 years","Male","%","22.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M05","15 - 24 years","Female","%","16.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M05","15 - 74 years","Both sexes","%","10"
"Seasonally Adjusted Monthly Unemployment Rate","2015M05","15 - 74 years","Male","%","10.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M05","15 - 74 years","Female","%","9.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M05","25 - 74 years","Both sexes","%","8.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M05","25 - 74 years","Male","%","9.1"
"Seasonally Adjusted Monthly Unemployment Rate","2015M05","25 - 74 years","Female","%","8.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M06","15 - 24 years","Both sexes","%","19.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M06","15 - 24 years","Male","%","22.1"
"Seasonally Adjusted Monthly Unemployment Rate","2015M06","15 - 24 years","Female","%","15.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M06","15 - 74 years","Both sexes","%","9.8"
"Seasonally Adjusted Monthly Unemployment Rate","2015M06","15 - 74 years","Male","%","10.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M06","15 - 74 years","Female","%","9.1"
"Seasonally Adjusted Monthly Unemployment Rate","2015M06","25 - 74 years","Both sexes","%","8.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M06","25 - 74 years","Male","%","8.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M06","25 - 74 years","Female","%","8.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M07","15 - 24 years","Both sexes","%","19.1"
"Seasonally Adjusted Monthly Unemployment Rate","2015M07","15 - 24 years","Male","%","22.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M07","15 - 24 years","Female","%","15.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M07","15 - 74 years","Both sexes","%","9.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M07","15 - 74 years","Male","%","10.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M07","15 - 74 years","Female","%","8.8"
"Seasonally Adjusted Monthly Unemployment Rate","2015M07","25 - 74 years","Both sexes","%","8.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M07","25 - 74 years","Male","%","8.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M07","25 - 74 years","Female","%","7.8"
"Seasonally Adjusted Monthly Unemployment Rate","2015M08","15 - 24 years","Both sexes","%","19.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M08","15 - 24 years","Male","%","22.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M08","15 - 24 years","Female","%","15.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M08","15 - 74 years","Both sexes","%","9.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M08","15 - 74 years","Male","%","10.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M08","15 - 74 years","Female","%","8.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M08","25 - 74 years","Both sexes","%","8.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M08","25 - 74 years","Male","%","8.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M08","25 - 74 years","Female","%","7.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M09","15 - 24 years","Both sexes","%","19.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M09","15 - 24 years","Male","%","23.1"
"Seasonally Adjusted Monthly Unemployment Rate","2015M09","15 - 24 years","Female","%","15.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M09","15 - 74 years","Both sexes","%","9.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M09","15 - 74 years","Male","%","10.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M09","15 - 74 years","Female","%","8.5"
"Seasonally Adjusted Monthly Unemployment Rate","2015M09","25 - 74 years","Both sexes","%","8.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M09","25 - 74 years","Male","%","8.8"
"Seasonally Adjusted Monthly Unemployment Rate","2015M09","25 - 74 years","Female","%","7.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M10","15 - 24 years","Both sexes","%","19.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M10","15 - 24 years","Male","%","23.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M10","15 - 24 years","Female","%","16"
"Seasonally Adjusted Monthly Unemployment Rate","2015M10","15 - 74 years","Both sexes","%","9.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M10","15 - 74 years","Male","%","10.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M10","15 - 74 years","Female","%","8.4"
"Seasonally Adjusted Monthly Unemployment Rate","2015M10","25 - 74 years","Both sexes","%","8.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M10","25 - 74 years","Male","%","8.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M10","25 - 74 years","Female","%","7.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M11","15 - 24 years","Both sexes","%","20.1"
"Seasonally Adjusted Monthly Unemployment Rate","2015M11","15 - 24 years","Male","%","23.8"
"Seasonally Adjusted Monthly Unemployment Rate","2015M11","15 - 24 years","Female","%","15.9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M11","15 - 74 years","Both sexes","%","9.6"
"Seasonally Adjusted Monthly Unemployment Rate","2015M11","15 - 74 years","Male","%","10.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M11","15 - 74 years","Female","%","8.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M11","25 - 74 years","Both sexes","%","8.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M11","25 - 74 years","Male","%","9"
"Seasonally Adjusted Monthly Unemployment Rate","2015M11","25 - 74 years","Female","%","7.2"
"Seasonally Adjusted Monthly Unemployment Rate","2015M12","15 - 24 years","Both sexes","%","19"
"Seasonally Adjusted Monthly Unemployment Rate","2015M12","15 - 24 years","Male","%","23"
"Seasonally Adjusted Monthly Unemployment Rate","2015M12","15 - 24 years","Female","%","14.3"
"Seasonally Adjusted Monthly Unemployment Rate","2015M12","15 - 74 years","Both sexes","%","9.1"
"Seasonally Adjusted Monthly Unemployment Rate","2015M12","15 - 74 years","Male","%","10.3"
